hex_id,geometry
881e346d35fffff,"POLYGON ((13.42074854782475 49.77805706085533, 13.41861765949371 49.77365212975417, 13.42371595579583 49.770541422509, 13.43094531130092 49.77183547638175, 13.4330769922823 49.77624038079044, 13.4279785251719 49.77935125803971, 13.42074854782475 49.77805706085533))"
881e30d2c9fffff,"POLYGON ((13.41138866388873 49.77235734596822, 13.40925858619305 49.76795199835131, 13.41435671138678 49.76484146106125, 13.4215850854482 49.76613610145381, 13.42371595579583 49.770541422509, 13.41861765949371 49.77365212975417, 13.41138866388873 49.77235734596822))"
881e30d28dfffff,"POLYGON ((13.42029104946994 49.74980692192032, 13.41816102538441 49.74540040486857, 13.42325734036986 49.74228826798721, 13.43048385019518 49.74358247825351, 13.43261466631777 49.74798896874677, 13.42751818064152 49.75110127555307, 13.42029104946994 49.74980692192032))"
881e30d04bfffff,"POLYGON ((13.35823887767883 49.73062065131164, 13.35611367735018 49.72621241940318, 13.36121016692516 49.72310236747789, 13.36843202965717 49.72440037783088, 13.37055802243909 49.72880858396348, 13.36546136009898 49.73191880553982, 13.35823887767883 49.73062065131164))"
881e30d211fffff,"POLYGON ((13.38034921789654 49.76276788647147, 13.37822155385888 49.75836168026028, 13.38331976713651 49.75525218592792, 13.39054581666218 49.75654872800958, 13.39267427356053 49.7609549080504, 13.38757588813595 49.76406457220078, 13.38034921789654 49.76276788647147))"
881e30d25bfffff,"POLYGON ((13.37143405316323 49.78530944785491, 13.36930633749836 49.78090441128069, 13.3744063610674 49.77779651758503, 13.38163427293057 49.77909349063635, 13.38376278207125 49.78349850103687, 13.37866258593641 49.78660656458062, 13.37143405316323 49.78530944785491))"
881e30d281fffff,"POLYGON ((13.43261466631777 49.74798896874677, 13.43048385019518 49.74358247825351, 13.43557973255269 49.74046963841972, 13.44280660134825 49.74176311913627, 13.44493820930124 49.74616958294134, 13.4398421566919 49.74928259273887, 13.43261466631777 49.74798896874677))"
881e30d0c9fffff,"POLYGON ((13.43215270239072 49.71972677054575, 13.43002275042659 49.71531869523945, 13.43511665336217 49.71220442668776, 13.44234067846054 49.71349806357808, 13.44447142164274 49.71790611232983, 13.4393773485721 49.7210205507666, 13.43215270239072 49.71972677054575))"
881e30d2e1fffff,"POLYGON ((13.39861233818915 49.74592122987943, 13.39648391634889 49.74151427043181, 13.40158049206644 49.73840300639105, 13.40880566111707 49.7396985319816, 13.41093487520225 49.74410546513118, 13.40583812805535 49.7472168990091, 13.39861233818915 49.74592122987943))"
881e30d2a7fffff,"POLYGON ((13.41983390937488 49.7215459968806, 13.41770474883521 49.71713789514951, 13.42279908404258 49.71402432924167, 13.43002275042659 49.71531869523945, 13.43215270239072 49.71972677054575, 13.42705819660988 49.72284050629985, 13.41983390937488 49.7215459968806))"
881e30d0cdfffff,"POLYGON ((13.42279908404258 49.71402432924167, 13.42066994144295 49.70961583812556, 13.42576367394397 49.70650173941027, 13.43298671954268 49.7077959619955, 13.43511665336217 49.71220442668776, 13.43002275042659 49.71531869523945, 13.42279908404258 49.71402432924167))"
881e30d2a3fffff,"POLYGON ((13.42918816667298 49.72724819214903, 13.42705819660988 49.72284050629985, 13.43215270239072 49.71972677054575, 13.4393773485721 49.7210205507666, 13.44150811005794 49.72542821006027, 13.43641343400321 49.72854211570939, 13.42918816667298 49.72724819214903))"
881e30d231fffff,"POLYGON ((13.36461613168611 49.74384373762717, 13.36249010479907 49.73943631047003, 13.36758736995648 49.73632662222018, 13.37481083467004 49.73762419143839, 13.37693765421449 49.74203159268789, 13.37184021645124 49.74514145064767, 13.36461613168611 49.74384373762717))"
881e30d013fffff,"POLYGON ((13.41344725499863 49.70832088660234, 13.41131892160632 49.70391197987922, 13.41641248337335 49.70079805095167, 13.42363454933011 49.70209285898032, 13.42576367394397 49.70650173941027, 13.42066994144295 49.70961583812556, 13.41344725499863 49.70832088660234))"
881e30d209fffff,"POLYGON ((13.3433736411978 49.76819822565584, 13.34124835697609 49.76379194171229, 13.34634786105171 49.76068455726514, 13.35357282287591 49.76198328708222, 13.35569890057507 49.76638954524478, 13.35059922303584 49.76949709939214, 13.3433736411978 49.76819822565584))"
881e30d239fffff,"POLYGON ((13.36164430747063 49.75135993003391, 13.35951826360015 49.74695289247085, 13.36461613168611 49.74384373762717, 13.37184021645124 49.74514145064767, 13.37396705318396 49.74954846230206, 13.36886901235263 49.75265778686549, 13.36164430747063 49.75135993003391))"
881e30d2a1fffff,"POLYGON ((13.41686814978373 49.72906674217585, 13.41473897134978 49.72465902990089, 13.41983390937488 49.7215459968806, 13.42705819660988 49.72284050629985, 13.42918816667298 49.72724819214903, 13.42409305793543 49.73036139502553, 13.41686814978373 49.72906674217585))"
881e30d21bfffff,"POLYGON ((13.3897043624944 49.76847036243209, 13.38757588813595 49.76406457220078, 13.39267427356053 49.7609549080504, 13.39990130525447 49.76225086428509, 13.40203057247257 49.76665662821521, 13.39693201520057 49.7697664622327, 13.3897043624944 49.76847036243209))"
881e30d2edfffff,"POLYGON ((13.38628973046996 49.74773556226021, 13.38416210108057 49.74332857664431, 13.38925910805428 49.74021801561876, 13.39648391634889 49.74151427043181, 13.39861233818915 49.74592122987943, 13.39351515934737 49.74903196070312, 13.38628973046996 49.74773556226021))"
881e30d213fffff,"POLYGON ((13.39267427356053 49.7609549080504, 13.39054581666218 49.75654872800958, 13.39564359873966 49.75343853048271, 13.40287000948692 49.75473434316044, 13.40499925903992 49.75914049690113, 13.39990130525447 49.76225086428509, 13.39267427356053 49.7609549080504))"
881e30d2c3fffff,"POLYGON ((13.42668277809674 49.76302486094193, 13.42455192577832 49.75861915000332, 13.42964901488489 49.75550737630436, 13.43687712690346 49.75680114358099, 13.43900877146213 49.7612068278293, 13.43391151182561 49.76431877151209, 13.42668277809674 49.76302486094193))"
881e30d011fffff,"POLYGON ((13.40113076404607 49.71013860233009, 13.39900322208126 49.70572966944356, 13.40409721524363 49.70261644308213, 13.41131892160632 49.70391197987922, 13.41344725499863 49.70832088660234, 13.40835309066416 49.7114342827126, 13.40113076404607 49.71013860233009))"
881e30d287fffff,"POLYGON ((13.43557973255269 49.74046963841972, 13.43344893459667 49.73606275825536, 13.43854421374699 49.73294938547392, 13.44577046102992 49.73424272292397, 13.44790205061154 49.73864957640115, 13.44280660134825 49.74176311913627, 13.43557973255269 49.74046963841972))"
881e30d2cbfffff,"POLYGON ((13.42371595579583 49.770541422509, 13.4215850854482 49.76613610145381, 13.42668277809674 49.76302486094193, 13.43391151182561 49.76431877151209, 13.43604317461853 49.7687240658759, 13.43094531130092 49.77183547638175, 13.42371595579583 49.770541422509))"
881e30d043fffff,"POLYGON ((13.36121016692516 49.72310236747789, 13.35908498351345 49.7186937461892, 13.36418087052185 49.71558316100751, 13.37140211363083 49.71688102749404, 13.3735280892912 49.72128962300788, 13.36843202965717 49.72440037783088, 13.36121016692516 49.72310236747789))"
881e30d05dfffff,"POLYGON ((13.37055802243909 49.72880858396348, 13.36843202965717 49.72440037783088, 13.3735280892912 49.72128962300788, 13.38075031409732 49.72258690464804, 13.38287709912722 49.72699508487498, 13.37778086716633 49.73010600938826, 13.37055802243909 49.72880858396348))"
881e346d37fffff,"POLYGON ((13.4330769922823 49.77624038079044, 13.43094531130092 49.77183547638175, 13.43604317461853 49.7687240658759, 13.44327288935001 49.77001738975674, 13.44540536277484 49.7744222673433, 13.44030732908843 49.77753384789199, 13.4330769922823 49.77624038079044))"
881e30d2c5fffff,"POLYGON ((13.40499925903992 49.75914049690113, 13.40287000948692 49.75473434316044, 13.40796735989735 49.75162344248965, 13.41519413119329 49.7529185256843, 13.4173241731947 49.75732465299517, 13.41222665151531 49.76043572356203, 13.40499925903992 49.75914049690113))"
881e30d2b9fffff,"POLYGON ((13.44790205061154 49.73864957640115, 13.44577046102992 49.73424272292397, 13.4508653070587 49.73112864733117, 13.45809191240685 49.73242125524406, 13.46022429340714 49.73682808190443, 13.45512927770431 49.73994232748954, 13.44790205061154 49.73864957640115))"
881e30d2bdfffff,"POLYGON ((13.43854421374699 49.73294938547392, 13.43641343400321 49.72854211570939, 13.44150811005794 49.72542821006027, 13.44873373589413 49.72672140425282, 13.4508653070587 49.73112864733117, 13.44577046102992 49.73424272292397, 13.43854421374699 49.73294938547392))"
881e346d33fffff,"POLYGON ((13.44243982086108 49.78193833545174, 13.44030732908843 49.77753384789199, 13.44540536277484 49.7744222673433, 13.45263605836593 49.77571500428345, 13.45476934258002 49.78011946489034, 13.44967113882532 49.78323121553079, 13.44243982086108 49.78193833545174))"
